date,mag,lat,lon
2021-05-22 12:20:25,4.2,34.8584,97.7378
2021-05-22 12:39:36,4.3,34.7559,97.5197
2021-05-22 12:42:49,4.3,34.6218,98.4116
2021-05-22 15:14:37,4.7,25.709,100.0706
2021-05-22 21:19:39,4.4,34.558,98.4494
2021-05-23 04:26:40,4.4,24.7351,95.0955
2021-05-23 06:46:56,4.1,34.6109,98.9669
2021-05-23 09:18:40,4.3,35.4548,-3.6342
2021-05-23 09:42:16,4.5,35.5354,-3.7349
2021-05-23 10:24:32,4.2,34.4011,99.0711
2021-05-23 12:38:48,4.5,29.8651,50.4918
2021-05-23 18:41:03,4.3,22.9496,94.5814
2021-05-23 22:01:39,4.5,30.8764,79.2707
2021-05-24 07:02:58,4.2,37.4778,56.6933
2021-05-24 07:40:52,4.5,39.2272,72.9847
2021-05-24 10:06:16,4.2,34.4747,98.3038
2021-05-24 11:31:30,4.4,34.823,97.4879
2021-05-24 17:15:21,4.7,34.5444,98.8106
2021-05-25 00:15:18,4.3,27.4192,62.7334
2021-05-25 00:43:40,4.4,42.7588,45.1414
2021-05-25 02:00:22,4.6,34.7361,97.9925
2021-05-25 07:46:26,4.3,34.7832,97.6507
2021-05-25 15:32:55,4.3,39.3716,21.4248
2021-05-25 19:22:16,4.2,29.342,51.8993
2021-05-25 22:23:07,4.1,23.593,94.5857
2021-05-25 23:44:45,4.4,51.1355,100.2876
2021-05-25 23:46:06,4.5,28.9684,86.3755
2021-05-26 00:30:37,4.3,45.587,26.5231
2021-05-26 00:37:54,4.3,39.985,40.1588
2021-05-26 01:12:19,4.2,30.2556,66.4514
2021-05-26 08:54:13,4.0,34.65,98.3261
2021-05-26 22:52:30,4.1,35.644,25.6622
2021-05-27 03:38:27,4.2,30.0988,66.2734
2021-05-27 11:54:33,4.7,30.0738,66.2502
2021-05-27 14:52:54,4.2,26.2866,99.5437
2021-05-27 16:06:07,5.1,34.4724,99.1057
2021-05-27 21:39:04,4.2,38.3968,21.759
2021-05-28 03:51:27,4.4,31.9486,95.0989
2021-05-28 06:58:07,4.8,27.9368,66.4794
2021-05-28 10:24:16,5.0,36.5239,70.1352
2021-05-28 15:43:19,4.2,25.5796,100.1467
2021-05-28 19:51:21,4.5,22.5949,94.7171
2021-05-28 23:35:49,4.9,29.7949,50.6082
2021-05-29 03:55:03,4.3,29.7096,50.4978
2021-05-29 04:41:55,4.4,38.1285,74.1484
2021-05-29 04:48:14,4.2,29.7403,50.6816
2021-05-29 05:11:06,4.2,29.6887,50.4728
2021-05-29 05:12:53,4.6,29.6806,50.5542
2021-05-29 05:17:18,4.5,29.671,50.5416
2021-05-29 22:32:43,4.1,34.2369,22.4977
2021-05-30 00:17:37,4.5,37.4337,56.7441
2021-05-30 02:02:50,4.2,29.7753,50.6169
2021-05-30 07:50:09,5.1,34.6242,98.1957
2021-05-30 09:55:15,5.0,34.5921,98.3313
2021-05-30 11:53:07,4.4,26.6343,92.326
2021-05-31 03:12:12,4.5,34.4973,98.5965
2021-05-31 07:20:49,4.2,26.7632,92.3186
2021-05-31 09:23:38,4.4,35.0891,32.6954
